Transformed	matching	Soot.rep(1)	OSA.rep(2)	SPOON.rep(4)	JCG.rep(8)	WALA.rep(16)	JDT(64)	IntersectionID
143	6	"(21)<initialization.InitializationTest: void main(java.lang.String[])>""(21)<initialization.InitializationTest: void main(java.lang.String[])>"	454initialization.InitializationTest.main([Ljava/lang/String;)V:20:5:22:3	70initialization.InitializationTest.main(java.lang.String[]):20:24:22:2	(21)initialization.InitializationTest:main(java.lang.String[])initialization.InitializationTest.main(java.lang.String[])	127initialization.InitializationTest.main([Ljava/lang/String;)V:21	79initialization.InitializationTest.main(java.lang.String[]):void:InitializationTest.java:20:4:22:2	95
163	1	x	x	x	java.lang.Object:compare()java.lang.Object.compare()	x	x	8
164	1	x	x	x	java.lang.Object:doSomething()java.lang.Object.doSomething()	x	x	8
165	1	x	x	x	java.lang.Object:accept()java.lang.Object.accept()	x	x	8
1	2	"(5)<helper.Debug: void <clinit>()>""(5)<helper.Debug: void <clinit>()>"	x	x	x	125helper.Debug.<clinit>()V:4	x	17
4	1	"<java.lang.Object: void <clinit>()>""<java.lang.Object: void <clinit>()>"	x	x	x	x	x	1
5	1	"<java.lang.System: void <clinit>()>""<java.lang.System: void <clinit>()>"	x	x	x	x	x	1
6	1	"<java.lang.Class: void <clinit>()>""<java.lang.Class: void <clinit>()>"	x	x	x	x	x	1
10	1	"<java.lang.invoke.MethodHandles: void <clinit>()>""<java.lang.invoke.MethodHandles: void <clinit>()>"	x	x	x	x	x	1
11	1	"<java.lang.invoke.MethodType: void <clinit>()>""<java.lang.invoke.MethodType: void <clinit>()>"	x	x	x	x	x	1
19	1	"<java.lang.String: void <clinit>()>""<java.lang.String: void <clinit>()>"	x	x	x	x	x	1
23	1	"<java.util.ArrayList: void <clinit>()>""<java.util.ArrayList: void <clinit>()>"	x	x	x	x	x	1
77	5	"<java.lang.reflect.AccessibleObject: void setAccessible(boolean)>""<java.lang.reflect.AccessibleObject: void setAccessible(boolean)>"	261java.lang.reflect.AccessibleObject.setAccessible(Z)V:-1:-1:-1:-1	28java.lang.reflect.AccessibleObject.setAccessible(boolean):-1:-1:-1:-1	x	21java.lang.reflect.AccessibleObject.setAccessible(Z)V:127	40java.lang.reflect.AccessibleObject.setAccessible(boolean):void::-1:-1:-1:-1	87
90	1	"<java.util.Collections$CheckedCollection: boolean add(java.lang.Object)>""<java.util.Collections$CheckedCollection: boolean add(java.lang.Object)>"	x	x	x	x	x	1
91	1	"<java.util.concurrent.CopyOnWriteArrayList: boolean add(java.lang.Object)>""<java.util.concurrent.CopyOnWriteArrayList: boolean add(java.lang.Object)>"	x	x	x	x	x	1
92	1	"<java.util.Vector: boolean add(java.lang.Object)>""<java.util.Vector: boolean add(java.lang.Object)>"	x	x	x	x	x	1
93	1	"<java.util.Collections$UnmodifiableCollection: boolean add(java.lang.Object)>""<java.util.Collections$UnmodifiableCollection: boolean add(java.lang.Object)>"	x	x	x	x	x	1
94	1	"<java.util.LinkedList: boolean add(java.lang.Object)>""<java.util.LinkedList: boolean add(java.lang.Object)>"	x	x	x	x	x	1
95	1	"<java.util.Collections$SynchronizedCollection: boolean add(java.lang.Object)>""<java.util.Collections$SynchronizedCollection: boolean add(java.lang.Object)>"	x	x	x	x	x	1
96	2	"<java.util.ArrayList: boolean add(java.lang.Object)>""<java.util.ArrayList: boolean add(java.lang.Object)>"	x	x	x	105java.util.ArrayList.add(Ljava/lang/Object;)Z:458	x	17
97	1	"<java.util.AbstractList: boolean add(java.lang.Object)>""<java.util.AbstractList: boolean add(java.lang.Object)>"	x	x	x	x	x	1
98	1	"<java.util.Vector: void forEach(java.util.function.Consumer)>""<java.util.Vector: void forEach(java.util.function.Consumer)>"	x	x	x	x	x	1
99	1	"<java.util.Collections$SynchronizedCollection: void forEach(java.util.function.Consumer)>""<java.util.Collections$SynchronizedCollection: void forEach(java.util.function.Consumer)>"	x	x	x	x	x	1
100	1	"<java.util.Collections$CheckedCollection: void forEach(java.util.function.Consumer)>""<java.util.Collections$CheckedCollection: void forEach(java.util.function.Consumer)>"	x	x	x	x	x	1
101	2	"<java.util.ArrayList: void forEach(java.util.function.Consumer)>""<java.util.ArrayList: void forEach(java.util.function.Consumer)>"	x	x	x	107java.util.ArrayList.forEach(Ljava/util/function/Consumer;)V:1243	x	17
102	1	"<java.util.Collections$UnmodifiableCollection: void forEach(java.util.function.Consumer)>""<java.util.Collections$UnmodifiableCollection: void forEach(java.util.function.Consumer)>"	x	x	x	x	x	1
103	1	"<java.util.Collections$SingletonList: void forEach(java.util.function.Consumer)>""<java.util.Collections$SingletonList: void forEach(java.util.function.Consumer)>"	x	x	x	x	x	1
104	1	"<java.util.concurrent.CopyOnWriteArrayList$COWSubList: void forEach(java.util.function.Consumer)>""<java.util.concurrent.CopyOnWriteArrayList$COWSubList: void forEach(java.util.function.Consumer)>"	x	x	x	x	x	1
105	1	"<java.util.Collections$EmptyList: void forEach(java.util.function.Consumer)>""<java.util.Collections$EmptyList: void forEach(java.util.function.Consumer)>"	x	x	x	x	x	1
106	1	"<java.util.Arrays$ArrayList: void forEach(java.util.function.Consumer)>""<java.util.Arrays$ArrayList: void forEach(java.util.function.Consumer)>"	x	x	x	x	x	1
107	1	"<java.util.concurrent.CopyOnWriteArrayList: void forEach(java.util.function.Consumer)>""<java.util.concurrent.CopyOnWriteArrayList: void forEach(java.util.function.Consumer)>"	x	x	x	x	x	1
144	3	x	142anonymAndInner.AnonymAndInnerTest$1.<init>()V:-1:-1:-1:-1	7anonymAndInner.AnonymAndInnerTest$1.AnonymAndInnerTest$1():23:22:27:3	x	x	24anonymAndInner.AnonymAndInnerTest$1.<init>():void::-1:-1:-1:-1	70
145	3	x	158anonymAndInner.AnonymAndInnerTest$2.<init>()V:-1:-1:-1:-1	12anonymAndInner.AnonymAndInnerTest$2.AnonymAndInnerTest$2():31:41:39:3	x	x	28anonymAndInner.AnonymAndInnerTest$2.<init>():void::-1:-1:-1:-1	70
146	3	x	199anonymAndInner.Outer$Inner.<init>()V:-1:-1:-1:-1	22anonymAndInner.Outer$Inner.Outer$Inner():-1:-1:-1:-1	x	x	18anonymAndInner.Outer$Inner.<init>():void::-1:-1:-1:-1	70
152	3	x	525java.lang.Iterable.forEach(Ljava/util/function/Consumer;)V:-1:-1:-1:-1	91java.lang.Iterable.forEach(java.util.function.Consumer):-1:-1:-1:-1	x	x	100java.lang.Iterable<java.lang.String>.forEach(java.util.function.Consumer<?superjava.lang.String>):void::-1:-1:-1:-1	70
166	1	x	x	x	x	106java.lang.invoke.LambdaMetafactory.accept$java8$MethodReference$0()Ljava/util/function/Consumer;:-1	x	16
167	1	x	x	x	x	117java.lang.invoke.LambdaMetafactory.compare$java8$Java8Test$0()Ljava8/Lambda;:-1	x	16
168	1	x	x	x	x	110java.lang.invoke.LambdaMetafactory.doSomething$java8$Java8Test$1()Ljava8/FunctionalInterface;:-1	x	16
169	1	x	x	x	x	112java.lang.invoke.LambdaMetafactory.doSomething$java8$Java8Test$2()Ljava8/FunctionalInterface;:-1	x	16
170	1	x	x	x	x	118wala.lambda$java8$Java8Test$0.compare(II)Z:-1	x	16
171	1	x	x	x	x	111wala.lambda$java8$Java8Test$1.doSomething(Ljava/lang/String;)Ljava/lang/String;:-1	x	16
172	1	x	x	x	x	113wala.lambda$java8$Java8Test$2.doSomething(Ljava/lang/String;)Ljava/lang/String;:-1	x	16
173	1	x	x	x	x	108wala.lambda$java8$MethodReference$0.accept(Ljava/lang/Object;)V:-1	x	16
174	1	x	x	x	x	x	30generics.Generic1<helper.Interface>.generic(helper.Child1):void:Generic1.java:4:1:11:2	64
175	1	x	x	x	x	x	56generics.Generic1<helper.Interface>.generic(helper.Child2):void:Generic1.java:4:1:11:2	64
